,alpha,avg_net_reward,epsilon,final_deadline,gamma,net_reward,success
746,0.35,18.0467142857,0.2,7.56,0.95,17.495,0.51
747,0.35,10.5437519841,0.2,5.77,1.0,10.825,0.35
748,0.4,18.7053353175,0.2,8.44,0.5,19.45,0.59
749,0.4,19.9406686508,0.2,8.95,0.55,20.12,0.64
750,0.4,21.1543571429,0.2,8.95,0.6,21.25,0.57
751,0.4,20.7099503968,0.2,6.96,0.65,21.11,0.6
752,0.4,19.4095813492,0.2,4.77,0.7,19.86,0.36
753,0.4,19.1876984127,0.2,5.94,0.75,19.23,0.45
754,0.4,20.4449365079,0.2,6.13,0.8,20.955,0.45
755,0.4,19.2036845238,0.2,6.85,0.85,19.42,0.41
756,0.4,17.6765396825,0.2,2.51,0.9,17.65,0.24
757,0.4,15.2333511905,0.2,3.71,0.95,14.545,0.3
758,0.4,12.1290238095,0.2,5.23,1.0,12.025,0.39
759,0.45,20.8073214286,0.2,7.13,0.5,21.025,0.62
760,0.45,18.5751527778,0.2,10.25,0.55,19.38,0.65
761,0.45,18.7069007937,0.2,8.0,0.6,19.545,0.52
762,0.45,17.5369960317,0.2,4.5,0.65,17.695,0.34
763,0.45,19.481172619,0.2,5.17,0.7,19.94,0.45
764,0.45,18.8531230159,0.2,5.55,0.75,19.425,0.47
765,0.45,17.2345277778,0.2,5.67,0.8,17.645,0.41
766,0.45,19.120140873,0.2,6.08,0.85,18.985,0.44
767,0.45,17.4167480159,0.2,4.15,0.9,17.7,0.3
768,0.45,16.4327281746,0.2,5.02,0.95,16.52,0.43
769,0.45,12.6768650794,0.2,5.72,1.0,12.84,0.42
770,0.5,20.824218254,0.2,9.82,0.5,21.3,0.69
771,0.5,17.6093888889,0.2,9.39,0.55,17.65,0.57
772,0.5,18.5278869048,0.2,8.41,0.6,18.65,0.53
773,0.5,18.7745674603,0.2,6.13,0.65,19.04,0.5
774,0.5,18.4398373016,0.2,6.52,0.7,19.385,0.42
775,0.5,20.251952381,0.2,5.42,0.75,20.535,0.43
776,0.5,17.1972519841,0.2,4.46,0.8,17.655,0.35
777,0.5,16.847265873,0.2,4.21,0.85,17.38,0.29
778,0.5,16.6704642857,0.2,6.83,0.9,16.91,0.44
779,0.5,15.0995297619,0.2,6.02,0.95,14.99,0.36
780,0.5,13.4314365079,0.2,6.63,1.0,13.15,0.51
781,0.55,19.5396825397,0.2,7.16,0.5,20.105,0.59
782,0.55,20.4587738095,0.2,7.76,0.55,20.9,0.56
783,0.55,18.3893571429,0.2,6.16,0.6,18.64,0.46
784,0.55,20.7601130952,0.2,6.37,0.65,20.33,0.59
785,0.55,18.1798928571,0.2,6.52,0.7,18.495,0.43
786,0.55,18.3436944444,0.2,6.8,0.75,19.04,0.44
787,0.55,16.918390873,0.2,5.46,0.8,17.05,0.41
788,0.55,18.0567400794,0.2,7.97,0.85,18.065,0.51
789,0.55,15.9223214286,0.2,4.63,0.9,15.505,0.35
790,0.55,13.3458452381,0.2,2.73,0.95,13.08,0.26
791,0.55,10.627015873,0.2,5.02,1.0,10.445,0.4
792,0.6,18.9639047619,0.2,5.75,0.5,19.385,0.47
793,0.6,17.923609127,0.2,8.61,0.55,18.255,0.53
794,0.6,17.4602103175,0.2,6.37,0.6,17.85,0.44
795,0.6,18.8842400794,0.2,6.81,0.65,19.585,0.52
796,0.6,17.8467797619,0.2,5.85,0.7,18.435,0.45
797,0.6,19.0223472222,0.2,6.81,0.75,19.11,0.44
798,0.6,18.9781964286,0.2,6.68,0.8,19.435,0.47
799,0.6,18.6089007937,0.2,4.31,0.85,18.93,0.37
800,0.6,14.1712361111,0.2,4.8,0.9,14.515,0.3
801,0.6,15.2223690476,0.2,7.19,0.95,15.33,0.52
802,0.6,10.3544861111,0.2,5.94,1.0,10.155,0.41
803,0.65,15.930125,0.2,6.46,0.5,15.83,0.44
804,0.65,20.001922619,0.2,7.14,0.55,20.455,0.56
805,0.65,17.7389345238,0.2,5.95,0.6,18.095,0.46
806,0.65,18.6246984127,0.2,5.2,0.65,19.02,0.34
807,0.65,15.1999464286,0.2,3.5,0.7,15.625,0.27
808,0.65,19.2462777778,0.2,5.97,0.75,19.36,0.42
809,0.65,17.3137480159,0.2,5.67,0.8,17.83,0.4
810,0.65,17.6750376984,0.2,7.57,0.85,17.84,0.49
811,0.65,16.191468254,0.2,4.88,0.9,16.58,0.36
812,0.65,15.5815238095,0.2,4.87,0.95,15.1,0.37
813,0.65,9.91596626984,0.2,4.04,1.0,9.135,0.27
814,0.7,18.5847857143,0.2,6.05,0.5,18.265,0.51
815,0.7,16.6259781746,0.2,5.82,0.55,16.91,0.43
816,0.7,17.3352261905,0.2,7.22,0.6,17.515,0.46
817,0.7,18.0064246032,0.2,5.12,0.65,18.365,0.45
818,0.7,18.7349781746,0.2,3.98,0.7,18.665,0.34
819,0.7,17.2143194444,0.2,4.81,0.75,17.785,0.37
820,0.7,18.5941448413,0.2,5.94,0.8,19.13,0.4
821,0.7,15.7557261905,0.2,4.36,0.85,15.78,0.31
822,0.7,12.1581964286,0.2,5.11,0.9,13.315,0.36
823,0.7,10.7543630952,0.2,4.04,0.95,10.905,0.27
824,0.7,10.1450138889,0.2,4.74,1.0,9.88,0.4
825,0.0,-6.61199603175,0.25,2.3,0.5,-6.75,0.16
826,0.0,-2.67568253968,0.25,2.37,0.55,-2.855,0.15
827,0.0,-7.75237301587,0.25,2.91,0.6,-7.74,0.16
828,0.0,-0.97923015873,0.25,3.45,0.65,-0.515,0.22
829,0.0,-10.9644424603,0.25,0.46,0.7,-10.965,0.03
830,0.0,-2.71168849206,0.25,2.51,0.75,-2.795,0.17
831,0.0,-0.940416666667,0.25,3.4,0.8,-1.08,0.23
832,0.0,-7.33593253968,0.25,3.2,0.85,-7.17,0.14
833,0.0,-3.58806150794,0.25,2.05,0.9,-3.82,0.14
834,0.0,1.18160119048,0.25,2.44,0.95,1.335,0.17
835,0.0,0.58325,0.25,2.05,1.0,0.515,0.18
836,0.05,18.8973869048,0.25,9.76,0.5,19.66,0.65
837,0.05,19.9671468254,0.25,9.14,0.55,20.51,0.7
838,0.05,17.4541746032,0.25,8.96,0.6,17.94,0.6
839,0.05,19.3564206349,0.25,9.93,0.65,19.855,0.75
840,0.05,19.090984127,0.25,8.95,0.7,19.515,0.65
841,0.05,17.0572599206,0.25,5.95,0.75,17.45,0.44
842,0.05,19.7635555556,0.25,10.91,0.8,20.01,0.85
843,0.05,19.1197777778,0.25,7.72,0.85,19.46,0.6
844,0.05,14.0214345238,0.25,4.18,0.9,14.525,0.31
845,0.05,8.78263293651,0.25,3.72,0.95,8.73,0.21
846,0.05,10.9421428571,0.25,4.38,1.0,11.58,0.37
847,0.1,19.1533392857,0.25,10.23,0.5,19.905,0.76
848,0.1,18.6356071429,0.25,9.1,0.55,19.565,0.71
849,0.1,19.6614781746,0.25,10.79,0.6,19.845,0.78
850,0.1,21.0908392857,0.25,9.08,0.65,22.115,0.7
851,0.1,18.580734127,0.25,7.81,0.7,19.175,0.56
852,0.1,19.4790615079,0.25,7.06,0.75,19.975,0.57
853,0.1,20.2950515873,0.25,8.38,0.8,21.19,0.65
854,0.1,17.7039980159,0.25,3.35,0.85,18.285,0.32
855,0.1,19.1114563492,0.25,9.6,0.9,19.585,0.71
856,0.1,12.3812142857,0.25,5.88,0.95,12.815,0.43
857,0.1,13.5190178571,0.25,4.72,1.0,14.27,0.31
858,0.15,19.2727043651,0.25,9.6,0.5,19.295,0.66
859,0.15,20.610327381,0.25,8.56,0.55,21.41,0.64
860,0.15,20.9777996032,0.25,7.65,0.6,21.1,0.58
861,0.15,19.8254186508,0.25,7.13,0.65,20.15,0.51
862,0.15,19.2113234127,0.25,6.81,0.7,20.11,0.56
863,0.15,16.8102619048,0.25,6.55,0.75,17.41,0.48
864,0.15,21.0277123016,0.25,6.92,0.8,21.555,0.62
865,0.15,19.9802936508,0.25,9.31,0.85,19.95,0.61
866,0.15,18.1187698413,0.25,7.37,0.9,18.625,0.55
867,0.15,18.8265674603,0.25,4.2,0.95,19.575,0.39
868,0.15,17.5047261905,0.25,8.86,1.0,17.63,0.55
869,0.2,20.2170138889,0.25,8.7,0.5,20.67,0.65
870,0.2,21.183327381,0.25,8.77,0.55,21.545,0.66
871,0.2,20.9396349206,0.25,7.82,0.6,21.09,0.54
872,0.2,20.6029940476,0.25,10.78,0.65,20.775,0.82
873,0.2,19.3246666667,0.25,6.29,0.7,19.77,0.48
874,0.2,18.4976825397,0.25,8.38,0.75,19.015,0.56
875,0.2,17.2503650794,0.25,6.95,0.8,17.92,0.43
876,0.2,17.5106369048,0.25,6.02,0.85,18.12,0.35
877,0.2,20.3233134921,0.25,6.02,0.9,20.425,0.47
878,0.2,17.8829047619,0.25,6.28,0.95,18.485,0.48
879,0.2,19.5240892857,0.25,8.8,1.0,19.655,0.67
880,0.25,18.1002579365,0.25,8.91,0.5,18.38,0.6
881,0.25,18.6242281746,0.25,7.95,0.55,19.38,0.61
882,0.25,17.1542083333,0.25,5.79,0.6,17.565,0.44
883,0.25,18.9160753968,0.25,7.33,0.65,19.1,0.51
884,0.25,21.4272698413,0.25,5.78,0.7,21.495,0.39
885,0.25,16.6233710317,0.25,5.11,0.75,17.295,0.32
886,0.25,19.4470615079,0.25,10.51,0.8,19.985,0.64
887,0.25,21.9148095238,0.25,8.65,0.85,22.215,0.64
888,0.25,18.9585396825,0.25,9.93,0.9,19.63,0.71
889,0.25,17.4443551587,0.25,6.99,0.95,17.91,0.42
890,0.25,15.2831805556,0.25,7.54,1.0,15.26,0.5
891,0.3,20.999093254,0.25,8.86,0.5,21.3,0.69
892,0.3,20.3328174603,0.25,7.46,0.55,20.51,0.56
893,0.3,21.3886547619,0.25,7.3,0.6,21.585,0.58
894,0.3,20.4527996032,0.25,5.74,0.65,20.995,0.47
895,0.3,18.5061210317,0.25,6.2,0.7,18.64,0.48
896,0.3,19.2790853175,0.25,6.96,0.75,20.025,0.54
897,0.3,19.3776805556,0.25,6.8,0.8,19.315,0.5
898,0.3,19.5816884921,0.25,6.54,0.85,20.09,0.51
899,0.3,17.0507083333,0.25,5.86,0.9,17.94,0.42
900,0.3,16.4082261905,0.25,6.68,0.95,16.95,0.54
901,0.3,12.2818035714,0.25,4.92,1.0,12.065,0.4
902,0.35,18.1323373016,0.25,8.01,0.5,18.615,0.62
903,0.35,18.4963353175,0.25,5.99,0.55,18.82,0.45
904,0.35,17.382734127,0.25,8.19,0.6,17.98,0.51
905,0.35,18.2727599206,0.25,8.12,0.65,18.71,0.54
906,0.35,18.9276150794,0.25,6.74,0.7,19.145,0.48
907,0.35,19.6441527778,0.25,4.94,0.75,19.365,0.31
908,0.35,21.3669662698,0.25,6.1,0.8,21.06,0.51
909,0.35,19.1134563492,0.25,6.86,0.85,19.35,0.41
910,0.35,17.9756230159,0.25,4.54,0.9,17.845,0.37
911,0.35,16.7520416667,0.25,8.14,0.95,17.42,0.52
912,0.35,11.2292043651,0.25,3.86,1.0,11.71,0.28
913,0.4,20.1579027778,0.25,7.09,0.5,20.365,0.59
914,0.4,17.3196388889,0.25,8.18,0.55,17.945,0.5
915,0.4,19.1089484127,0.25,8.31,0.6,19.68,0.56
916,0.4,19.6837440476,0.25,6.91,0.65,20.285,0.5
917,0.4,18.4813313492,0.25,6.62,0.7,18.66,0.52
918,0.4,17.9373055556,0.25,5.31,0.75,18.05,0.44
919,0.4,17.8801170635,0.25,5.98,0.8,18.6,0.5
920,0.4,18.7023988095,0.25,9.02,0.85,18.915,0.57
921,0.4,16.702375,0.25,6.59,0.9,17.18,0.46
922,0.4,13.4313373016,0.25,5.15,0.95,14.035,0.37
923,0.4,10.6634900794,0.25,4.0,1.0,10.07,0.28
924,0.45,19.6192916667,0.25,8.24,0.5,19.995,0.57
925,0.45,16.6734742063,0.25,7.97,0.55,17.205,0.58
926,0.45,19.8554186508,0.25,6.49,0.6,19.925,0.46
927,0.45,18.0478472222,0.25,5.74,0.65,18.445,0.44
928,0.45,17.8672142857,0.25,8.84,0.7,18.315,0.61
929,0.45,15.855093254,0.25,6.04,0.75,15.84,0.42
930,0.45,17.6815694444,0.25,5.39,0.8,17.865,0.4
931,0.45,16.9043373016,0.25,3.75,0.85,17.125,0.25
932,0.45,17.2929384921,0.25,7.11,0.9,17.5,0.45
933,0.45,14.8361884921,0.25,7.89,0.95,15.185,0.52
934,0.45,10.642734127,0.25,4.98,1.0,10.695,0.38
935,0.5,17.7317837302,0.25,7.16,0.5,18.09,0.62
936,0.5,18.684702381,0.25,5.33,0.55,19.195,0.48
937,0.5,20.4817222222,0.25,7.38,0.6,20.075,0.55
938,0.5,20.7876210317,0.25,5.9,0.65,20.97,0.47
939,0.5,20.7394444444,0.25,9.81,0.7,20.605,0.55
940,0.5,15.9228412698,0.25,7.18,0.75,16.43,0.45
941,0.5,17.2072638889,0.25,4.94,0.8,17.605,0.4
942,0.5,18.0962579365,0.25,5.56,0.85,17.31,0.44
943,0.5,17.3770515873,0.25,3.9,0.9,17.205,0.32
944,0.5,14.6245039683,0.25,6.94,0.95,14.605,0.47
945,0.5,10.4330079365,0.25,5.63,1.0,10.41,0.39
946,0.55,16.4838015873,0.25,8.13,0.5,16.505,0.56
947,0.55,18.313718254,0.25,6.24,0.55,18.255,0.47
948,0.55,17.535327381,0.25,5.09,0.6,17.36,0.39
949,0.55,17.1329107143,0.25,5.1,0.65,17.16,0.37
950,0.55,19.1270892857,0.25,4.72,0.7,18.955,0.37
951,0.55,16.5332083333,0.25,6.11,0.75,16.865,0.41
952,0.55,18.0125099206,0.25,7.44,0.8,18.01,0.45
953,0.55,17.0876825397,0.25,5.75,0.85,17.3,0.42
954,0.55,17.9167777778,0.25,5.9,0.9,17.9,0.52
955,0.55,13.7841150794,0.25,4.6,0.95,13.72,0.34
956,0.55,10.6902103175,0.25,4.78,1.0,9.78,0.42
957,0.6,19.9875059524,0.25,7.37,0.5,20.155,0.56
958,0.6,17.8807539683,0.25,6.59,0.55,17.905,0.52
959,0.6,16.7224980159,0.25,4.26,0.6,16.815,0.28
960,0.6,16.7668313492,0.25,8.23,0.65,16.65,0.5
961,0.6,17.0408630952,0.25,5.29,0.7,17.245,0.4
962,0.6,17.5011547619,0.25,5.02,0.75,17.52,0.35
963,0.6,18.9324761905,0.25,7.8,0.8,19.055,0.46
964,0.6,14.7545555556,0.25,4.88,0.85,15.26,0.33
965,0.6,15.1234007937,0.25,3.8,0.9,14.605,0.32
966,0.6,15.3944623016,0.25,6.53,0.95,15.455,0.41
967,0.6,7.7205952381,0.25,5.24,1.0,7.875,0.33
968,0.65,14.9711130952,0.25,6.13,0.5,15.775,0.39
969,0.65,16.7378452381,0.25,6.34,0.55,16.565,0.45
970,0.65,18.4690198413,0.25,4.64,0.6,18.34,0.4
971,0.65,17.7540277778,0.25,4.25,0.65,17.825,0.38
972,0.65,17.0428670635,0.25,5.39,0.7,17.68,0.39
973,0.65,16.0257638889,0.25,4.17,0.75,15.77,0.31
974,0.65,15.6260436508,0.25,6.44,0.8,15.93,0.42
975,0.65,17.3470277778,0.25,7.25,0.85,17.725,0.48
976,0.65,15.6991527778,0.25,6.66,0.9,15.88,0.42
977,0.65,13.8775535714,0.25,6.05,0.95,13.97,0.41
978,0.65,7.43667063492,0.25,2.91,1.0,7.235,0.2
979,0.7,17.1642738095,0.25,6.03,0.5,17.535,0.49
980,0.7,18.250656746,0.25,6.81,0.55,17.99,0.52
981,0.7,16.1630714286,0.25,6.49,0.6,16.405,0.46
982,0.7,14.0514384921,0.25,4.34,0.65,14.815,0.32
983,0.7,16.138577381,0.25,4.67,0.7,16.27,0.33
984,0.7,16.189406746,0.25,4.86,0.75,16.235,0.4
985,0.7,17.2772321429,0.25,6.47,0.8,17.025,0.51
986,0.7,14.6366269841,0.25,3.69,0.85,15.245,0.27
987,0.7,13.6812698413,0.25,4.4,0.9,14.22,0.35
988,0.7,12.0185039683,0.25,4.61,0.95,12.39,0.31
989,0.7,9.2785515873,0.25,5.79,1.0,8.43,0.34
990,0.0,-4.98948214286,0.3,2.14,0.5,-5.255,0.08
991,0.0,2.83563095238,0.3,3.26,0.55,3.03,0.26
992,0.0,-6.18306349206,0.3,2.63,0.6,-6.425,0.16
993,0.0,-4.88436111111,0.3,2.19,0.65,-4.675,0.14
994,0.0,-1.34301388889,0.3,3.25,0.7,-1.835,0.26
995,0.0,16.8390813492,0.3,9.44,0.75,16.74,0.76
996,0.0,4.86170436508,0.3,6.14,0.8,4.9,0.37
997,0.0,-4.90164087302,0.3,1.53,0.85,-4.885,0.08
998,0.0,-1.29312103175,0.3,0.54,0.9,-1.45,0.05
999,0.0,-0.34031547619,0.3,4.22,0.95,-0.14,0.23
1000,0.0,2.31292857143,0.3,4.11,1.0,2.245,0.33
1001,0.05,17.5802103175,0.3,10.07,0.5,18.225,0.69
1002,0.05,18.229906746,0.3,6.62,0.55,18.895,0.5
1003,0.05,18.3229484127,0.3,6.5,0.6,19.095,0.54
1004,0.05,18.2108293651,0.3,8.69,0.65,19.235,0.61
1005,0.05,17.1854027778,0.3,7.46,0.7,17.895,0.54
1006,0.05,18.9969722222,0.3,11.31,0.75,19.295,0.8
1007,0.05,14.2010138889,0.3,6.55,0.8,14.995,0.45
1008,0.05,15.0508313492,0.3,4.43,0.85,15.535,0.39
1009,0.05,13.374609127,0.3,4.93,0.9,14.03,0.4
1010,0.05,13.4625753968,0.3,4.38,0.95,14.1,0.36
1011,0.05,13.9170515873,0.3,4.84,1.0,14.01,0.33
1012,0.1,20.7548531746,0.3,7.98,0.5,21.175,0.69
1013,0.1,20.0963015873,0.3,10.32,0.55,20.385,0.7
1014,0.1,20.5666527778,0.3,9.58,0.6,20.965,0.65
1015,0.1,19.3293988095,0.3,7.44,0.65,19.875,0.64
1016,0.1,19.8959761905,0.3,8.73,0.7,19.895,0.67
1017,0.1,20.2025257937,0.3,7.57,0.75,20.16,0.61
1018,0.1,17.091359127,0.3,7.11,0.8,18.105,0.53
1019,0.1,18.3148611111,0.3,7.19,0.85,19.195,0.47
1020,0.1,18.0934980159,0.3,9.78,0.9,18.46,0.63
1021,0.1,12.4634345238,0.3,5.42,0.95,13.265,0.35
1022,0.1,15.7758511905,0.3,3.14,1.0,15.785,0.23
1023,0.15,19.1387400794,0.3,7.17,0.5,19.255,0.53
1024,0.15,19.3389404762,0.3,7.95,0.55,19.675,0.64
1025,0.15,16.630390873,0.3,7.22,0.6,17.13,0.45
1026,0.15,18.7773849206,0.3,9.78,0.65,19.255,0.68
1027,0.15,19.4499285714,0.3,7.11,0.7,19.645,0.52
1028,0.15,18.9347281746,0.3,4.78,0.75,19.545,0.44
1029,0.15,16.3190436508,0.3,7.75,0.8,17.295,0.45
1030,0.15,17.8059940476,0.3,4.45,0.85,18.28,0.38
1031,0.15,15.5208888889,0.3,4.13,0.9,15.73,0.33
1032,0.15,19.3613472222,0.3,9.42,0.95,19.455,0.69
1033,0.15,14.8188531746,0.3,4.24,1.0,14.9,0.32
1034,0.2,17.9885535714,0.3,9.38,0.5,18.665,0.65
1035,0.2,17.4342043651,0.3,9.02,0.55,18.135,0.57
1036,0.2,20.1108849206,0.3,7.37,0.6,20.505,0.58
1037,0.2,19.422718254,0.3,4.63,0.65,19.7,0.41
1038,0.2,19.7367202381,0.3,6.77,0.7,19.905,0.53
1039,0.2,19.3997916667,0.3,5.02,0.75,19.875,0.38
1040,0.2,16.5032777778,0.3,6.97,0.8,17.195,0.41
1041,0.2,17.8541150794,0.3,4.41,0.85,17.625,0.37
1042,0.2,17.6324940476,0.3,6.7,0.9,18.39,0.53
1043,0.2,15.6202400794,0.3,3.01,0.95,16.17,0.24
1044,0.2,16.4201130952,0.3,7.15,1.0,16.755,0.57
1045,0.25,19.3003571429,0.3,9.33,0.5,19.38,0.62
1046,0.25,18.4811369048,0.3,6.25,0.55,19.005,0.48
1047,0.25,18.9172857143,0.3,7.17,0.6,19.355,0.52
1048,0.25,19.8368234127,0.3,5.77,0.65,19.63,0.44
1049,0.25,18.8972321429,0.3,5.68,0.7,19.105,0.43
1050,0.25,18.8468293651,0.3,7.39,0.75,18.835,0.51
1051,0.25,16.7996369048,0.3,5.35,0.8,16.845,0.41
1052,0.25,17.6755059524,0.3,7.06,0.85,18.385,0.46
1053,0.25,17.2082718254,0.3,3.24,0.9,17.46,0.29
1054,0.25,18.5469920635,0.3,9.48,0.95,19.02,0.7
1055,0.25,16.0926369048,0.3,8.18,1.0,15.795,0.55
1056,0.3,18.6144880952,0.3,8.16,0.5,18.585,0.63
1057,0.3,17.0096071429,0.3,6.3,0.55,17.57,0.46
1058,0.3,18.1899404762,0.3,7.94,0.6,18.16,0.62
1059,0.3,19.0679642857,0.3,6.08,0.65,19.24,0.42
1060,0.3,17.307390873,0.3,4.08,0.7,18.125,0.32
1061,0.3,14.5700416667,0.3,4.55,0.75,15.24,0.36
1062,0.3,20.1796547619,0.3,5.8,0.8,20.115,0.44
1063,0.3,17.811109127,0.3,5.22,0.85,17.995,0.47
1064,0.3,18.4423809524,0.3,5.95,0.9,18.98,0.48
1065,0.3,15.2934623016,0.3,4.81,0.95,16.07,0.36
1066,0.3,14.0314325397,0.3,4.99,1.0,14.255,0.38
1067,0.35,18.0505257937,0.3,7.47,0.5,18.865,0.53
1068,0.35,17.6698253968,0.3,7.39,0.55,18.14,0.57
1069,0.35,18.0567678571,0.3,7.25,0.6,18.29,0.54
1070,0.35,18.6119325397,0.3,7.35,0.65,19.075,0.48
1071,0.35,18.3173174603,0.3,4.5,0.7,18.565,0.43
1072,0.35,19.0377142857,0.3,5.03,0.75,18.845,0.41
1073,0.35,16.504327381,0.3,4.96,0.8,16.795,0.3
1074,0.35,18.3960496032,0.3,7.08,0.85,18.875,0.48
1075,0.35,16.289922619,0.3,6.88,0.9,16.625,0.35
1076,0.35,16.6568412698,0.3,5.32,0.95,16.5,0.52
1077,0.35,9.31299801587,0.3,4.12,1.0,8.745,0.27
1078,0.4,16.7324285714,0.3,8.36,0.5,17.65,0.54
1079,0.4,16.3188769841,0.3,8.4,0.55,16.885,0.53
1080,0.4,17.9441865079,0.3,5.72,0.6,18.325,0.44
1081,0.4,18.7430138889,0.3,5.0,0.65,18.55,0.44
1082,0.4,17.9609107143,0.3,7.37,0.7,18.36,0.49
1083,0.4,16.1568234127,0.3,2.74,0.75,16.59,0.26
1084,0.4,16.9183353175,0.3,5.56,0.8,17.005,0.48
1085,0.4,16.7540178571,0.3,7.03,0.85,17.225,0.42
1086,0.4,17.5245515873,0.3,6.46,0.9,17.345,0.47
1087,0.4,12.8673531746,0.3,4.52,0.95,13.515,0.31
1088,0.4,8.43027777778,0.3,3.89,1.0,8.15,0.27
1089,0.45,18.1976964286,0.3,7.47,0.5,18.545,0.55
1090,0.45,19.3364603175,0.3,6.99,0.55,19.26,0.54
1091,0.45,15.3325575397,0.3,5.73,0.6,15.68,0.37
1092,0.45,15.8344801587,0.3,5.01,0.65,15.94,0.29
1093,0.45,16.1636805556,0.3,5.12,0.7,16.91,0.37
1094,0.45,16.8666190476,0.3,7.88,0.75,16.855,0.49
1095,0.45,18.1232777778,0.3,7.75,0.8,18.7,0.53
1096,0.45,16.7585694444,0.3,3.46,0.85,17.085,0.34
1097,0.45,14.5661666667,0.3,4.32,0.9,14.735,0.32
1098,0.45,14.7090853175,0.3,5.37,0.95,14.395,0.45
1099,0.45,11.7566210317,0.3,5.71,1.0,11.615,0.41
1100,0.5,18.3066448413,0.3,5.19,0.5,18.225,0.45
1101,0.5,17.7859642857,0.3,6.11,0.55,17.91,0.42
1102,0.5,18.041734127,0.3,5.5,0.6,17.965,0.45
1103,0.5,15.2741468254,0.3,6.61,0.65,15.715,0.49
1104,0.5,18.2848809524,0.3,5.13,0.7,18.185,0.39
1105,0.5,16.8361190476,0.3,5.04,0.75,17.0,0.34
1106,0.5,16.7995376984,0.3,5.85,0.8,17.515,0.44
1107,0.5,15.7348611111,0.3,5.9,0.85,15.765,0.39
1108,0.5,15.2478869048,0.3,5.19,0.9,15.315,0.41
1109,0.5,11.651343254,0.3,2.94,0.95,11.77,0.22
1110,0.5,9.24964285714,0.3,3.81,1.0,8.58,0.3
1111,0.55,15.7121607143,0.3,7.57,0.5,16.28,0.45
1112,0.55,18.2414900794,0.3,7.01,0.55,18.31,0.57
1113,0.55,17.9973075397,0.3,6.61,0.6,18.255,0.49
1114,0.55,15.3658095238,0.3,5.35,0.65,15.235,0.41
1115,0.55,16.5172301587,0.3,5.97,0.7,16.905,0.38
1116,0.55,17.2528392857,0.3,6.54,0.75,17.64,0.37
